Classifier,nTrackPoints,MinBoundCircleRadius_m,MBCCminusCoM,entropy,trackLength_m,tortuosity,wEV1,EV1angle
Mobile,6,7.44572407761664e-07,0.395119137712247,0.811278124459133,2.80859385690752e-06,2.38848548984788,0.693572775828763,170.907566896529
Mobile,5,6.04326086476266e-07,0.175252914082949,0.811278124459133,1.86676525507212e-06,1.55163647724609,0.614067096060731,69.3423771867204
Mobile,5,4.50462830431105e-07,0.101914521544738,0.811278124459133,1.2177060706901e-06,1.35161659123431,0.915789924672978,85.309756140178
Mobile,5,6.95036426314792e-07,0.32162650435641,0.811278124459133,2.59753786357194e-06,1.94329099285259,0.361010219315284,92.1827995752672
Hybrid,37,7.07692791596361e-07,0.0921968478748902,0.811278124459133,6.01899549785956e-06,699.044393726271,0.690488835808653,47.2490671741275
Hybrid,35,4.00030718820442e-07,0.871915065146789,0.811278124459133,1.51823337776232e-06,1.96583338194894,0.978871212373804,169.771695006329
Hybrid,9,3.03258886102288e-07,0.511644097736908,0.811278124459133,8.64465299228192e-07,1.60887277759232,0.963589054749441,46.2703326894614
Hybrid,35,1.60695448597652e-07,0.837216399009241,0.811278124459133,9.76182270722416e-07,3.03736751489015,0.885057751504667,16.4309620056638
Hybrid,22,2.59518671540152e-07,0.276924180868687,0.811278124459133,3.94569463565648e-06,47.9592920150603,0.902540152895918,76.1401920978327
Hybrid,11,9.32039758808604e-07,0.516237707385035,0.811278124459133,2.71769274405773e-06,1.46309948946469,0.85220983000664,94.2674923562621
Hybrid,19,2.6500946398195e-07,0.699987266761508,0.811278124459133,1.16029446301666e-06,2.47505679859662,0.927890424955928,177.57749687174
Hybrid,25,1.62502132607266e-07,0.737320109835214,0.811278124459133,9.69653831170559e-07,4.0292937698424,0.565324688578626,151.388267476104
Hybrid,19,2.23974627134415e-07,0.607237282468616,0.811278124459133,7.82636673105081e-07,2.02549629947597,0.97296192984293,168.653389849656
Hybrid,6,3.09783304908447e-07,0.628647886838086,0.811278124459133,7.00096175798873e-07,1.12997725297975,0.990893923787908,99.2123177306507
Hybrid,11,4.62531192461655e-07,0.267794636041993,0.811278124459133,1.10648189540341e-06,1.23391791231675,0.997511439074626,166.239302809982
Hybrid,54,5.33244547276387e-07,0.887194894078946,0.811278124459133,2.22075442275729e-06,2.16601993733955,0.925182936522455,59.9781749114289
Hybrid,33,2.26442455383262e-07,0.80428121777578,0.811278124459133,1.29256166521909e-06,5.54604207420987,0.936750515524405,19.3804043553693
Hybrid,42,4.84354118388603e-07,0.263017912283586,0.811278124459133,2.02310106019662e-06,2.43827716953424,0.976123552749319,176.164541866129
Hybrid,21,6.72044646135956e-07,0.728277355312336,0.811278124459133,1.70337502332112e-06,1.28718150600734,0.983421721778552,18.9458025232942
Hybrid,12,1.70550564076333e-07,0.68132119587116,0.811278124459133,7.27828759848277e-07,2.145882011236,0.696916550241669,58.3363694664258
Hybrid,22,1.35757336450007e-07,0.829218457755827,0.811278124459133,6.90396406884602e-07,2.73837977278928,0.884225659578268,168.953702367764
Hybrid,13,1.96190274988338e-07,0.731129358049893,0.811278124459133,5.75891834483846e-07,1.55804904793027,0.992881089142758,81.3957187304216
Hybrid,14,3.76595409425022e-07,0.727204616324907,0.811278124459133,1.56645016173e-06,3.62161336458289,0.909304634870493,176.726979079594
Hybrid,40,4.75505252013868e-07,0.89405516141985,0.811278124459133,3.05825233623571e-06,7.43151985469657,0.703722293023518,160.70518502577
Hybrid,8,4.7683779715958e-07,0.596668639993741,0.811278124459133,1.06437028081259e-06,1.11607163604984,0.990919314827839,62.1815683971938
Hybrid,71,8.35097311694869e-07,0.851209649960563,0.811278124459133,3.63413760890322e-06,2.28199960277073,0.810746227921892,25.3254989110022
Hybrid,50,3.70802683916932e-07,0.857785994634877,0.811278124459133,2.45113007975844e-06,3.54942681940757,0.90644256602745,117.677470357247
Hybrid,14,3.27871350379993e-07,0.435456598462836,0.811278124459133,1.15363078879435e-06,2.59820562981568,0.749959980486858,156.681425630465
Hybrid,8,3.25392298633262e-07,0.422713999013905,0.811278124459133,1.00435532606117e-06,1.56990108752497,0.71836606725348,97.565196476091
Hybrid,16,3.73512794961564e-07,0.74373484168159,0.811278124459133,1.36147081411633e-06,2.2382892197208,0.86937753312256,74.2269360592051
Hybrid,151,6.02278445590326e-07,0.214889993128434,0.811278124459133,6.30042617745626e-06,8.68908915242926,0.861796877593341,50.4608716672253
Hybrid,5,2.22248005615347e-07,0.59112807476498,0.811278124459133,4.99858273174488e-07,1.12455063835221,0.994094741015429,8.67933343540072
Hybrid,26,1.60180378323938e-07,0.729876770840652,0.811278124459133,1.17604642571384e-06,3.67100651783792,0.755943780652323,31.9311848044052
Hybrid,6,4.43063661339992e-07,0.456531747277133,0.811278124459133,1.06910082699289e-06,1.26955867630484,0.925912060562728,87.8798800345686
Hybrid,30,2.11383786681064e-07,0.773677005620294,0.811278124459133,1.57529081214993e-06,4.09615179405977,0.792175491675642,95.4517578897849
Hybrid,61,2.99385439859724e-07,0.793164602837123,0.811278124459133,2.34700593961177e-06,4.24850337534346,0.789489075095076,37.2962792014955
Hybrid,55,4.78683660960219e-07,0.833680305580564,0.811278124459133,4.28713396310957e-06,23.0987821288237,0.5772232932419,131.529763046972
Immobile,19,2.05424049225013e-08,0.193983780008146,0.811278124459133,2.91579421986887e-07,22.5276164180576,0.303014541731753,133.688264495613
Immobile,6,1.44491700232714e-08,0.15206546746852,0.811278124459133,9.80598590704425e-08,4.00306349183678,0.313281269707101,91.3865034051961
Immobile,13,5.2349105054434e-08,0.182871091124179,0.811278124459133,5.8947686317872e-07,9.32313302715328,0.332087439746746,155.192339924033
Immobile,30,4.05087644837514e-08,0.315368194788159,0.811278124459133,7.15798814022554e-07,67.8151221715677,0.43074571349383,80.9216812743595
Immobile,8,2.02385770250775e-08,0.256539470647378,0.811278124459133,1.30763647625086e-07,5.29492366927326,0.612420145912068,29.3697470847839
Immobile,21,3.0374726336216e-08,0.0841879737264818,0.811278124459133,4.42834290240848e-07,10.1143584760387,0.262716740919808,13.2652323722755
Immobile,24,8.79078298572733e-08,0.33951140744741,0.811278124459133,1.25127197025185e-06,59.1373229840445,0.385896596939029,115.86744068017
Immobile,16,5.23784383119614e-08,0.123008262260608,0.811278124459133,7.75175770938576e-07,14.3937156430895,0.598491868206781,59.5321961198292
Immobile,96,2.84243320484662e-08,0.14755169811878,0.811278124459133,1.76945894096331e-06,68.3547762354132,0.0558191786917124,62.2433202075723
Immobile,30,4.91664310654106e-08,0.575631781030814,0.811278124459133,5.77686725453962e-07,6.69943550081264,0.546937134885583,162.301268956235
Immobile,26,3.79722846297153e-08,0.0562817982439135,0.811278124459133,6.07551715115499e-07,21.1793832347059,0.0397299040261538,128.026555624034
Immobile,13,4.14259706287613e-08,0.351595724180431,0.811278124459133,3.64931661105911e-07,13.4324173383879,0.143920845919516,145.447411774247
Immobile,53,6.40779660029273e-08,0.113676404539812,0.811278124459133,2.16311385049293e-06,25.781726704399,0.073323096861998,149.567310994028
Immobile,15,1.62149629921813e-08,0.0802779385699516,0.811278124459133,2.28875639911595e-07,23.4283464208929,0.175518620999973,141.769348717616
Immobile,27,2.46420778344675e-08,0.227364360856441,0.811278124459133,4.88146726393154e-07,32.405261084082,0.46750729817464,15.5782233536661
Immobile,14,3.0627117968332e-08,0.176261574896211,0.811278124459133,3.1856052914883e-07,8.71104780884958,0.336585293132961,81.6747316132298
Immobile,5,6.77152396491997e-08,0.498090248290766,0.811278124459133,3.44525814249358e-07,13.2565790530172,0.425053016710857,102.832176666739
Immobile,76,3.44120486869245e-08,0.178786158148425,0.811278124459133,1.64148209603934e-06,40.6295500994129,0.425269716657839,68.6758064988605
Immobile,12,3.13567345238614e-08,0.0714360099675843,0.811278124459133,3.02551643644971e-07,41.7844372813546,0.351454597934161,108.103511166358
Immobile,35,5.61080970960392e-08,0.0827243836436993,0.811278124459133,1.19762303426473e-06,35.1512071017715,0.150045123758921,115.292506835181
Immobile,95,4.7289420279351e-08,0.245414973656976,0.811278124459133,2.22416769590049e-06,842.874847361054,0.0533303026506884,50.2987615114611
Immobile,28,2.28367989175261e-08,0.076109584544712,0.811278124459133,5.78645931086065e-07,55.9645061759499,0.263870447522439,97.3780495317216
Immobile,8,6.15599171362957e-08,0.495413495615618,0.811278124459133,4.90606390715992e-07,9.50816147816082,0.340276365683627,46.2702088812345
Immobile,13,3.39621215584182e-08,0.298147528423034,0.811278124459133,3.07553387424054e-07,29.2997827887806,0.311115386165315,32.8339424797314
Immobile,11,2.19426006185239e-08,0.436868598844464,0.811278124459133,2.12906671550144e-07,13.2748454828001,0.182407923920446,22.4446260921551
Immobile,7,1.98941197342332e-08,0.102995245999968,0.811278124459133,1.63160370524546e-07,5.37576135821777,0.17574364147788,164.498350936721
Immobile,11,1.63325441986239e-08,0.257185254876522,0.811278124459133,1.32240173921056e-07,6.89517462454275,0.543498220394923,112.51178925438
Immobile,38,2.63375768462032e-08,0.177471207733066,0.811278124459133,6.52402958051193e-07,30.7774499494899,0.316662602561016,162.932091474499
Immobile,9,1.58538365530623e-08,0.105543454646425,0.811278124459133,1.32467680735807e-07,7.13302773964658,0.150942102668006,124.053389088345
